a	b	ida	idb	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	F_diff_a_b	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter
0	11	cay007	cay033	16320	0.983020	0.013545	0.000328	0.000598	0.000014	0.000000	0.000000	0.000000	0.002495	0.009605	0.002495	0.003107	0.006052	0.002495	0.002502	0.000328	0.002495	0.002822	0.009908	-0.000299	-17650.781481	114	-1	0.005930	2.039590e-02,2.568382e-02,3.369558e-02,2.182887e-02,1.529780e-01,1.726793e-01,3.959190e-05,2.322446e-01,3.404544e-01	0.220523	0.314658	0.112748	-19258.549592	510
0	12	cay007	cay1820	53625	0.975603	0.000000	0.000000	0.024390	0.000000	0.000000	0.000000	0.000000	0.000007	0.000007	0.000007	0.024397	0.000007	0.000007	0.000007	0.000000	0.000007	0.000007	0.012202	-0.012195	-58361.033649	166	-1	0.019486	3.278667e-03,4.851579e-02,2.337559e-02,4.690279e-02,1.136875e-01,1.945580e-01,3.290638e-02,1.704564e-01,3.663189e-01	0.495058	0.220020	0.001634	-63701.570250	366
0	13	cay007	CAY004	60440	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000009	0.000009	0.000782	0.000009	0.000009	0.000009	0.000000	0.000009	0.000009	0.000396	-0.000386	-65373.244795	138	-65373.275636	0.021962	2.191500e-02,9.246551e-03,4.262737e-02,1.402614e-02,1.790281e-01,1.623122e-01,2.956984e-02,1.689796e-01,3.722952e-01	0.403273	0.419504	0.048600	-71413.615366	246
0	14	cay007	CAY008	63952	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000002	0.000715	0.000002	0.000002	0.000002	0.000000	0.000002	0.000002	0.000358	-0.000357	-69933.957834	154	-69933.991418	0.023238	1.568808e-04,4.644033e-02,2.148867e-02,5.355346e-02,1.119556e-01,2.046444e-01,1.626452e-02,2.043814e-01,3.411148e-01	0.337216	0.204757	0.049731	-76184.909342	150
1	2	cay011	cay012	3068	0.776451	0.000000	0.000000	0.000005	0.000000	0.221204	0.000000	0.002338	0.000002	0.000002	0.223544	0.002345	0.000002	0.000002	0.000002	0.002338	0.000002	0.002340	0.112945	0.110600	-3171.076207	162	-1	0.001115	4.239184e-02,9.625006e-06,9.247586e-02,3.395518e-02,7.572378e-02,1.116438e-01,1.948599e-02,2.339829e-01,3.903310e-01	1.478556	0.154050	-0.279075	-3450.230289	158
1	3	cay011	cay013	10437	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	0.000034	0.001441	0.000003	0.000003	0.000003	0.000000	0.000003	0.000004	0.000737	-0.000704	-10779.416573	158	-10779.421660	0.003793	1.114649e-02,1.169750e-04,3.987253e-02,3.067186e-02,1.771763e-01,1.722694e-01,3.085325e-02,1.541697e-01,3.837235e-01	0.399183	0.414008	0.050205	-11721.225095	182
1	4	cay011	cay014	3208	0.964548	0.032529	0.002460	0.000068	0.000000	0.000368	0.000021	0.000000	0.000005	0.018745	0.000394	0.000074	0.009378	0.000016	0.000005	0.002460	0.000005	0.002466	0.018969	0.000150	-3304.167522	90	-1	0.001166	3.972367e-12,5.169247e-03,6.684309e-02,4.552766e-03,2.999615e-01,4.984552e-02,4.890460e-02,7.825474e-02,4.464686e-01	0.385875	1.182953	0.092805	-3607.835732	411
1	5	cay011	cay015	1212	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.001048	0.000002	0.000002	0.000002	0.000002	0.000000	0.000002	0.000002	0.000525	0.000523	-1220.985140	154	-1220.985761	0.000440	1.604871e-02,1.592090e-06,6.718499e-02,9.887739e-10,2.158782e-01,1.125207e-01,1.067967e-08,2.020472e-01,3.863186e-01	0.311217	0.565490	0.109213	-1334.965625	130
1	6	cay011	cay016	3109	0.918561	0.000000	0.000000	0.000005	0.000000	0.081432	0.000000	0.000001	0.000002	0.000002	0.081434	0.000008	0.000002	0.000002	0.000002	0.000001	0.000002	0.000003	0.040721	0.040713	-3216.873255	198	-1	0.001130	3.476628e-03,8.714408e-02,3.095562e-03,9.642777e-05,1.073758e-01,1.948816e-01,4.382918e-02,2.148465e-01,3.452542e-01	0.437014	0.197421	0.019005	-3506.225194	567
1	7	cay011	cay018	2672	0.685967	0.000008	0.000000	0.311801	0.000002	0.000857	0.000001	0.000000	0.001364	0.001370	0.002222	0.313167	0.001367	0.001364	0.001365	0.000000	0.001364	0.001364	0.157700	-0.155472	-2789.726352	90	-1	0.000971	5.378487e-02,1.427678e-02,1.572706e-02,2.158226e-03,1.013853e-01,2.480968e-01,8.743681e-02,1.023972e-01,3.747370e-01	1.017543	0.215671	-0.184207	-3040.423194	426
1	8	cay011	cay020	2313	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000089	0.000129	0.000127	0.000064	0.000039	0.000039	0.000000	0.000039	0.000039	0.000178	0.000001	-2421.692018	94	-2421.693287	0.000840	3.856299e-02,3.711705e-02,4.272982e-19,7.978839e-17,1.067856e-01,2.850031e-01,2.780040e-13,2.773825e-01,2.551488e-01	0.000000	0.178124	0.131336	-2652.759357	570
1	9	cay011	cay022	2713	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000036	0.000971	0.000001	0.000001	0.000001	0.000002	0.000001	0.000003	0.000503	-0.000467	-2776.962086	182	-2776.963871	0.000986	3.786841e-03,2.545062e-02,1.781907e-02,1.333818e-07,2.041571e-01,1.795945e-01,1.238340e-01,9.990718e-04,4.443586e-01	0.693844	0.587169	-0.128832	-3018.798470	327
1	10	cay011	cay027	1346	0.709708	0.000137	0.290050	0.000016	0.000002	0.000000	0.000000	0.000074	0.000013	0.290133	0.000087	0.000105	0.145073	0.000013	0.000014	0.290124	0.000013	0.290136	0.290215	-0.000008	-1376.878978	718	-1	0.000489	2.866474e-03,1.473090e-06,2.521701e-02,5.880453e-08,3.796029e-01,4.084206e-02,5.473734e-13,9.770099e-02,4.537691e-01	0.066430	2.318021	0.366660	-1474.847191	234
1	11	cay011	cay033	1606	0.988340	0.000584	0.011076	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011368	0.000000	0.000000	0.005684	0.000000	0.000000	0.011076	0.000000	0.011076	0.011368	-0.000000	-1646.694569	2443	-1	0.000584	2.911900e-06,1.198687e-06,2.491644e-02,2.372728e-05,3.306143e-01,1.293774e-01,1.191013e-05,1.589626e-01,3.560896e-01	0.075400	1.055287	0.295661	-1801.214698	142
1	12	cay011	cay1820	4894	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000471	0.000470	0.002049	0.000471	0.000470	0.000470	0.000000	0.000470	0.000470	0.001260	-0.000789	-5131.989304	94	-5131.992675	0.001778	5.282904e-02,1.924249e-02,1.023434e-05,7.477003e-06,9.371297e-02,2.930937e-01,2.606587e-02,2.314085e-01,2.836297e-01	0.278255	0.164458	0.056841	-5610.399511	430
1	13	cay011	CAY004	5717	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000020	0.002016	0.000038	0.000020	0.000020	0.000020	0.000000	0.000020	0.000020	0.001027	0.000989	-5884.981014	138	-5884.985022	0.002077	3.555448e-06,5.102873e-02,1.155179e-02,4.839784e-02,1.088532e-01,2.077975e-01,1.658672e-02,1.985043e-01,3.572764e-01	0.258500	0.203896	0.072676	-6442.182829	270
1	14	cay011	CAY008	5791	0.957016	0.000000	0.000000	0.036203	0.000000	0.006759	0.000000	0.000012	0.000011	0.000011	0.006781	0.036225	0.000011	0.000011	0.000011	0.000012	0.000011	0.000022	0.021503	-0.014722	-6021.268441	226	-1	0.002104	1.236592e-02,4.818128e-02,2.050758e-02,2.390737e-03,1.713019e-01,1.581703e-01,7.351480e-02,1.174223e-01,3.961452e-01	0.548870	0.407680	-0.025035	-6612.422201	1298
2	3	cay012	cay013	10871	0.946186	0.000000	0.000000	0.053145	0.000000	0.000459	0.000000	0.000208	0.000002	0.000002	0.000669	0.053355	0.000002	0.000002	0.000002	0.000208	0.000002	0.000210	0.027012	-0.026343	-11175.228069	138	-1	0.003950	1.368995e-02,3.222894e-06,4.604275e-02,3.482639e-02,1.761020e-01,1.619997e-01,4.062788e-02,1.279337e-01,3.987744e-01	0.492162	0.428020	0.004078	-12306.950514	218
2	4	cay012	cay014	3341	0.927064	0.000000	0.000000	0.012364	0.000000	0.058985	0.000000	0.001525	0.000063	0.000063	0.060572	0.013951	0.000063	0.000063	0.000063	0.001525	0.000063	0.001587	0.037262	0.023311	-3473.991286	126	-1	0.001214	2.885289e-04,9.388746e-02,1.334493e-04,1.746319e-04,1.319284e-01,2.021164e-01,7.583737e-02,1.002924e-01,3.953414e-01	0.575849	0.279248	-0.030308	-3787.772474	155
2	5	cay012	cay015	1340	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000013	0.000486	0.000002	0.000002	0.000002	0.000000	0.000002	0.000002	0.000250	-0.000236	-1401.068369	134	-1401.069176	0.000487	1.088135e-06,2.016213e-13,5.573786e-02,1.430708e-02,2.774803e-01,1.224617e-01,3.764910e-02,1.053821e-01,3.869808e-01	0.336553	0.826972	0.113794	-1528.692140	354
2	6	cay012	cay016	3126	0.835582	0.000021	0.000000	0.000000	0.000000	0.116437	0.047960	0.000000	0.000000	0.035981	0.164397	0.000000	0.023985	0.023980	0.000000	0.000000	0.000000	0.000000	0.106189	0.058218	-3234.770698	150	-1	0.001136	5.731812e-06,1.215569e-01,6.088300e-07,3.612088e-02,2.398116e-02,1.982353e-01,1.806612e-02,2.431761e-01,3.588572e-01	0.753372	0.038858	-0.018781	-3526.903461	430
2	7	cay012	cay018	2838	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	0.000066	0.000153	0.000003	0.000003	0.000003	0.000000	0.000003	0.000003	0.000109	-0.000043	-2868.235492	110	-2868.236164	0.001031	3.201202e-02,1.270827e-04,1.890646e-02,3.049986e-03,1.473173e-01,2.235825e-01,2.252564e-16,2.530204e-01,3.219843e-01	0.128338	0.295411	0.141403	-3127.473702	682
2	8	cay012	cay020	2393	0.708612	0.000000	0.000000	0.242592	0.000000	0.038698	0.000000	0.010096	0.000002	0.000002	0.048796	0.252690	0.000002	0.000002	0.000002	0.010096	0.000002	0.010098	0.150743	-0.101947	-2491.268251	214	-1	0.000870	3.024756e-02,6.057897e-02,2.639361e-04,1.293058e-03,7.154858e-02,2.758938e-01,9.961863e-02,8.815480e-02,3.724006e-01	1.396010	0.136075	-0.225330	-2715.945822	302
2	9	cay012	cay022	2943	0.703591	0.000000	0.000000	0.163865	0.000000	0.000012	0.000000	0.132496	0.000036	0.000036	0.132543	0.296397	0.000036	0.000036	0.000036	0.132496	0.000036	0.132532	0.214470	-0.081927	-2990.189334	206	-1	0.001069	3.352829e-02,6.959282e-03,4.677092e-02,6.993360e-06,1.758170e-01,1.351888e-01,1.259027e-01,3.304668e-03,4.725214e-01	0.982121	0.552652	-0.341043	-3306.802264	298
2	10	cay012	cay027	1419	0.539837	0.000135	0.061971	0.000000	0.000000	0.398034	0.000021	0.000000	0.000003	0.062057	0.398057	0.000003	0.031032	0.000013	0.000003	0.061971	0.000003	0.061974	0.261079	0.199017	-1463.934539	114	-1	0.000516	6.848123e-09,9.843809e-02,5.822914e-02,1.437350e-07,1.414140e-01,6.949495e-02,1.016111e-07,2.286384e-01,4.037852e-01	0.411764	0.310936	0.036732	-1593.183858	182
2	11	cay012	cay033	1681	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000437	0.000002	0.000002	0.000002	0.000002	0.000000	0.000002	0.000002	0.000220	0.000217	-1732.352625	130	-1732.353303	0.000611	1.977176e-10,2.641778e-02,2.819887e-04,5.727764e-11,2.745931e-01,1.490245e-01,2.639311e-08,2.260701e-01,3.236126e-01	0.001027	0.683417	0.288240	-1892.031334	246
2	12	cay012	cay1820	5121	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	0.000244	0.000468	0.000003	0.000003	0.000003	0.000000	0.000003	0.000003	0.000356	-0.000112	-5271.332633	146	-5271.335662	0.001861	2.939208e-02,1.525970e-02,9.470072e-03,1.479694e-05,1.482366e-01,2.442617e-01,3.174031e-02,1.913082e-01,3.303165e-01	0.278004	0.301260	0.088069	-5748.408232	315
2	13	cay012	CAY004	5997	0.864358	0.000000	0.000000	0.000000	0.000000	0.135637	0.000000	0.000000	0.000006	0.000006	0.135642	0.000006	0.000006	0.000006	0.000006	0.000000	0.000006	0.000006	0.067824	0.067818	-6233.282115	158	-1	0.002179	2.178576e-02,7.727265e-02,2.037327e-02,1.851806e-02,2.984965e-02,2.058210e-01,5.361029e-06,3.118925e-01,3.144818e-01	0.682709	0.047090	-0.016203	-6800.152699	330
2	14	cay012	CAY008	6162	0.723025	0.000000	0.000000	0.001021	0.000000	0.275783	0.000000	0.000169	0.000002	0.000002	0.275954	0.001192	0.000002	0.000002	0.000002	0.000169	0.000002	0.000171	0.138573	0.137381	-6479.528287	150	-1	0.002239	1.265445e-05,4.733204e-02,8.364586e-02,5.058358e-02,1.188148e-01,7.228035e-02,3.257745e-02,1.828061e-01,4.119471e-01	0.978189	0.253215	-0.192390	-7068.056286	322
3	4	cay013	cay014	11665	0.934671	0.000000	0.000000	0.065326	0.000000	0.000000	0.000000	0.000000	0.000003	0.000003	0.000003	0.065329	0.000003	0.000003	0.000003	0.000000	0.000003	0.000003	0.032666	-0.032663	-12161.108093	138	-1	0.004239	2.493540e-02,7.224004e-10,4.642143e-02,2.090050e-02,1.684897e-01,1.668185e-01,3.963458e-02,1.475376e-01,3.852622e-01	0.510749	0.399916	-0.005388	-13325.428175	2602
3	5	cay013	cay015	4305	0.735663	0.000003	0.000000	0.209645	0.000000	0.054094	0.000000	0.000560	0.000035	0.000037	0.054689	0.210240	0.000036	0.000035	0.000035	0.000560	0.000035	0.000596	0.132466	-0.077775	-4446.098235	130	-1	0.001564	4.089590e-07,4.140408e-02,4.537837e-02,5.089653e-02,1.235772e-01,1.370841e-01,5.205308e-02,1.169027e-01,4.327035e-01	0.788426	0.278503	-0.120123	-4855.546637	206
3	6	cay013	cay016	11051	0.944930	0.010079	0.000042	0.000113	0.000000	0.044756	0.000000	0.000046	0.000032	0.005114	0.044835	0.000192	0.002573	0.000032	0.000032	0.000088	0.000032	0.000121	0.027595	0.022322	-11388.941983	78	-1	0.004016	9.474451e-03,5.109726e-02,2.612909e-02,1.872484e-04,1.685516e-01,1.446148e-01,3.156635e-02,1.782795e-01,3.900997e-01	0.342301	0.390279	0.074739	-12441.914108	178
3	7	cay013	cay018	9734	0.808345	0.000622	0.000045	0.179809	0.000010	0.003450	0.000074	0.000114	0.007530	0.007949	0.011169	0.187464	0.007750	0.007567	0.007535	0.000160	0.007530	0.007690	0.099714	-0.088180	-10064.794909	122	-1	0.003537	1.435640e-03,5.657229e-02,1.722771e-02,9.841691e-02,3.503114e-03,2.298543e-01,1.338926e-02,2.122405e-01,3.673603e-01	8.739931	0.005581	-0.095567	-10991.864008	967
3	8	cay013	cay020	8587	0.865205	0.000112	0.013760	0.000465	0.000000	0.001660	0.000000	0.118796	0.000001	0.013818	0.120457	0.119263	0.006910	0.000001	0.000001	0.132557	0.000001	0.132558	0.133677	0.000597	-9017.315643	166	-1	0.003120	3.801058e-02,2.593065e-06,5.900585e-02,1.727917e-02,1.254921e-01,1.533255e-01,2.877315e-02,1.986297e-01,3.794814e-01	0.699479	0.274590	-0.080723	-9752.710989	178
3	9	cay013	cay022	9679	0.931044	0.000000	0.000000	0.033570	0.000000	0.004307	0.000000	0.031073	0.000006	0.000006	0.035386	0.064648	0.000006	0.000006	0.000006	0.031073	0.000006	0.031078	0.050017	-0.014631	-10006.252553	338	-1	0.003517	7.471940e-03,2.797076e-02,5.086715e-02,2.204129e-02,1.765907e-01,1.194009e-01,6.116644e-02,1.059834e-01,4.285074e-01	0.634425	0.455800	-0.075530	-10980.143332	426
3	10	cay013	cay027	4837	0.958288	0.000000	0.000000	0.041706	0.000000	0.000001	0.000000	0.000001	0.000005	0.000005	0.000006	0.041712	0.000005	0.000005	0.000005	0.000001	0.000005	0.000006	0.020859	-0.020853	-5101.055209	274	-1	0.001758	2.484197e-06,5.841774e-02,1.074787e-02,1.920025e-05,1.994356e-01,1.602123e-01,9.990223e-02,4.940003e-02,4.218625e-01	0.554816	0.526633	-0.032784	-5565.965856	183
3	11	cay013	cay033	5381	0.995436	0.000480	0.000002	0.000000	0.000000	0.001685	0.000279	0.000000	0.002117	0.002568	0.004081	0.002117	0.002377	0.002256	0.002117	0.000002	0.002117	0.002119	0.003481	0.000843	-5538.068214	94	-1	0.001955	4.186772e-05,7.598870e-02,4.398473e-03,8.586270e-05,1.786636e-01,1.400845e-01,2.647912e-02,2.056051e-01,3.686528e-01	0.172825	0.394713	0.150057	-6103.633342	226
3	12	cay013	cay1820	18022	0.918419	0.005726	0.002168	0.000390	0.000020	0.069140	0.000051	0.000087	0.003999	0.009083	0.073277	0.004496	0.006550	0.004024	0.004009	0.002255	0.003999	0.006254	0.043953	0.034375	-18826.967525	90	-1	0.006549	3.482227e-02,6.170846e-05,5.313056e-02,1.548132e-02,1.458797e-01,1.480701e-01,1.411804e-02,2.212963e-01,3.671400e-01	0.460987	0.322630	0.016821	-20472.284097	194
3	13	cay013	CAY004	20677	0.936842	0.062557	0.000089	0.000005	0.000000	0.000506	0.000000	0.000000	0.000001	0.031368	0.000507	0.000005	0.015684	0.000001	0.000001	0.000089	0.000001	0.000090	0.031624	0.000251	-21435.579756	106	-1	0.007513	3.064859e-03,5.069567e-02,2.207111e-02,4.699558e-02,1.090562e-01,1.829283e-01,8.171242e-04,2.195097e-01,3.648614e-01	0.209876	0.208514	0.088104	-23423.069835	522
3	14	cay013	CAY008	21640	0.702415	0.293363	0.004222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.150903	0.000000	0.000000	0.075452	0.000000	0.000000	0.004222	0.000000	0.004222	0.150903	0.000000	-22294.281483	210	-1	0.007863	2.790567e-04,5.569452e-02,1.573015e-02,6.658130e-02,1.100786e-01,1.609935e-01,4.367078e-04,1.865132e-01,4.036930e-01	0.146867	0.226523	0.112684	-24276.282503	131
4	5	cay014	cay015	1338	0.750317	0.000000	0.000000	0.197708	0.000000	0.028203	0.000000	0.023766	0.000006	0.000006	0.051975	0.221480	0.000006	0.000006	0.000006	0.023766	0.000006	0.023771	0.136727	-0.084752	-1379.714236	134	-1	0.000486	6.999801e-02,3.417211e-03,3.288964e-02,2.074471e-07,1.620430e-05,2.601905e-01,8.025760e-02,1.894298e-01,3.638008e-01	6982.545480	0.000029	-0.499433	-1484.184022	310
4	6	cay014	cay016	3372	0.744561	0.015493	0.081247	0.153659	0.005038	0.000000	0.000000	0.000000	0.000002	0.092774	0.000002	0.158699	0.047017	0.000002	0.002521	0.081247	0.000002	0.081248	0.170863	-0.076830	-3445.236085	250	-1	0.001225	2.664938e-02,3.395009e-04,3.630168e-02,5.058879e-02,1.312306e-01,1.871444e-01,1.804921e-02,1.554586e-01,3.942378e-01	0.414163	0.293003	0.034343	-3749.944925	382
4	7	cay014	cay018	2770	0.829095	0.000000	0.000000	0.000002	0.000000	0.170878	0.000000	0.000002	0.000024	0.000024	0.170903	0.000027	0.000024	0.000024	0.000024	0.000002	0.000024	0.000026	0.085465	0.085438	-2830.294936	90	-1	0.001007	9.436414e-03,8.929824e-02,3.477330e-03,4.234035e-05,8.110115e-02,2.046584e-01,2.431556e-02,2.474859e-01,3.401847e-01	0.342694	0.142463	0.036260	-3091.489515	466
4	8	cay014	cay020	2619	0.709319	0.000000	0.000000	0.175518	0.000000	0.114810	0.000000	0.000352	0.000002	0.000002	0.115164	0.175871	0.000002	0.000002	0.000002	0.000352	0.000002	0.000353	0.145517	-0.030354	-2662.681921	226	-1	0.000952	1.700440e-03,1.134256e-01,8.721104e-05,1.410390e-03,8.306745e-02,1.687388e-01,1.154820e-01,9.119734e-02,4.248908e-01	1.391269	0.169407	-0.273746	-2970.178507	238
4	9	cay014	cay022	3000	0.512305	0.000000	0.000000	0.487423	0.000000	0.000037	0.000000	0.000231	0.000005	0.000005	0.000273	0.487658	0.000005	0.000005	0.000005	0.000231	0.000005	0.000236	0.243966	-0.243693	-3088.251807	106	-1	0.001090	1.810793e-02,4.063534e-08,9.573223e-03,5.033190e-02,1.389140e-01,2.519871e-01,1.017724e-01,2.315217e-02,4.061612e-01	0.801543	0.318014	-0.138865	-3399.583044	286
4	10	cay014	cay027	1563	0.801484	0.000000	0.000000	0.111699	0.000000	0.056725	0.000000	0.030090	0.000001	0.000001	0.086816	0.141791	0.000001	0.000001	0.000001	0.030090	0.000001	0.030091	0.114304	-0.027487	-1624.481376	150	-1	0.000568	3.342345e-02,1.715445e-06,7.404503e-02,1.183860e-02,1.516089e-01,1.587832e-01,2.559751e-02,1.884496e-01,3.562520e-01	0.657234	0.330507	-0.071987	-1783.577047	414
4	11	cay014	cay033	1639	0.921680	0.000000	0.000000	0.078284	0.000000	0.000034	0.000000	0.000001	0.000002	0.000002	0.000037	0.078287	0.000002	0.000002	0.000002	0.000001	0.000002	0.000003	0.039162	-0.039125	-1674.774735	286	-1	0.000596	4.220426e-10,4.487151e-02,4.353945e-02,5.199986e-02,1.151698e-01,1.575711e-01,2.657153e-02,1.783174e-01,3.819593e-01	0.608762	0.229025	-0.037780	-1847.141471	718
4	12	cay014	cay1820	5311	0.857279	0.000000	0.000000	0.000007	0.000000	0.142711	0.000000	0.000000	0.000003	0.000003	0.142714	0.000009	0.000003	0.000003	0.000003	0.000000	0.000003	0.000003	0.071362	0.071352	-5425.071069	166	-1	0.001930	2.553012e-03,1.057507e-01,3.407684e-04,1.062265e-03,8.433350e-02,1.844387e-01,5.601063e-02,1.958975e-01,3.696130e-01	0.668197	0.155167	-0.043258	-5991.510695	383
4	13	cay014	CAY004	6282	0.843066	0.000001	0.000000	0.000001	0.000000	0.156928	0.000000	0.000000	0.000003	0.000004	0.156932	0.000004	0.000004	0.000003	0.000003	0.000000	0.000003	0.000004	0.078469	0.078464	-6420.489885	90	-1	0.002283	2.460567e-12,1.264341e-02,7.926364e-02,8.208108e-03,2.464296e-01,4.048642e-02,4.741471e-02,9.890139e-02,4.666527e-01	0.514055	0.858886	-0.010607	-6943.553027	418
