a	b	ida	idb	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	F_diff_a_b	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter
0	11	cay004	cay033	41	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000021	0.301350	0.698630	0.698645	1.000000	0.999979	0.698640	0.698640	0.698630	0.301350	0.698630	0.999979	1.000000	0.000000	-31.046275	226	-1	0.000544	1.431044e-01,6.532741e-03,2.095296e-02,2.264928e-284,4.649780e-196,5.961174e-108,7.303454e-02,1.456368e-46,7.563754e-01	202133203553341343649326296544867590994389324462073215981648841877849364991211419914950644915459796045739478065384578881397213486161689441330093570203476093513250739020128601631297672472569053184.000000	0.000000	-28.774291	-31.740368	10000
0	12	cay004	cay1820	271	0.488502	0.000000	0.000000	0.000002	0.000000	0.511494	0.000000	0.000001	0.000000	0.000000	0.511496	0.000004	0.000000	0.000000	0.000000	0.000001	0.000000	0.000001	0.255750	0.255746	-273.507865	74	-1	0.003596	7.001200e-02,1.224755e-04,6.774322e-02,4.311164e-13,2.176783e-08,1.697167e-01,1.913108e-11,3.634150e-01,3.289906e-01	3112080.046005	0.000000	-0.254075	-297.477731	403
1	2	cay007	cay008	994	0.022247	0.003027	0.010946	0.000000	0.000000	0.963779	0.000000	0.000000	0.000001	0.012460	0.963780	0.000001	0.006231	0.000001	0.000001	0.010946	0.000001	0.010947	0.494350	0.481890	-1037.807941	162	-1	0.013189	6.639935e-02,1.152773e-06,1.609109e-01,1.497356e-02,7.718581e-06,8.841369e-08,1.934843e-06,3.663146e-01,3.913907e-01	20847.458943	0.000014	-0.843991	-1138.937923	79
1	3	cay007	cay011	233	0.000010	0.000000	0.000000	0.194103	0.000000	0.000248	0.000000	0.805638	0.000001	0.000001	0.805886	0.999742	0.000001	0.000001	0.000001	0.805638	0.000001	0.805639	0.902814	-0.096928	-239.583281	142	-1	0.003092	7.549410e-02,3.463910e-03,1.368643e-01,3.914984e-12,1.433426e-07,6.273280e-02,1.759021e-01,7.042017e-12,5.455426e-01	2181949.623098	0.000000	-9.449562	-263.804400	319
1	4	cay007	cay012	272	0.000000	0.000000	0.000000	0.208129	0.000000	0.000000	0.000006	0.599304	0.192561	0.192565	0.791871	0.999994	0.192563	0.192563	0.192561	0.599304	0.192561	0.791865	0.895935	-0.104065	-274.699394	2058	-1	0.003609	1.102457e-01,9.460764e-05,9.143821e-02,1.465524e-20,1.010397e-14,7.574286e-02,1.322611e-01,5.964153e-08,5.902175e-01	22139749802738.847656	0.000000	-5.899437	-301.626005	482
1	5	cay007	cay013	1734	0.083405	0.000048	0.000000	0.000057	0.000000	0.880448	0.036034	0.000007	0.000001	0.027050	0.916490	0.000065	0.018030	0.018018	0.000001	0.000007	0.000001	0.000008	0.476318	0.440196	-1711.187399	286	-1	0.023007	8.891288e-03,1.093790e-01,8.383052e-02,8.540187e-03,3.254805e-07,1.669847e-02,1.171567e-02,2.913978e-01,4.695468e-01	293554.323004	0.000001	-0.448556	-1868.303202	183
1	6	cay007	cay014	573	0.089417	0.000000	0.000000	0.000016	0.000000	0.910417	0.000000	0.000149	0.000001	0.000001	0.910567	0.000167	0.000001	0.000001	0.000001	0.000149	0.000001	0.000150	0.455367	0.455200	-580.941771	82	-1	0.007603	2.487344e-02,7.534643e-02,1.159541e-01,8.332830e-17,1.619723e-13,3.285558e-02,4.995950e-03,3.622652e-01,3.837094e-01	746732751400.930420	0.000000	-0.514170	-643.214552	142
1	7	cay007	cay015	182	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000021	0.918669	0.081307	0.081323	1.000000	0.999977	0.081318	0.081318	0.081307	0.918669	0.081307	0.999977	0.999999	0.000001	-171.447099	438	-1	0.002415	5.838889e-02,3.702631e-02,1.022693e-01,9.958670e-269,5.462084e-198,1.980884e-91,1.647569e-01,1.087467e-40,6.375586e-01	48887238266346279369826734378989551318233542412248117810141863865893162660190076696171829069696037776448862502796109859962840456150593723328821386442410386760870681995193526869484756233164137955328.000000	0.000000	-14.423595	-188.658732	10000
1	8	cay007	cay016	487	0.152715	0.010967	0.004537	0.000291	0.000062	0.831139	0.000000	0.000288	0.000000	0.010067	0.831428	0.000642	0.005041	0.000000	0.000031	0.004825	0.000000	0.004825	0.426086	0.415424	-501.530950	2910	-1	0.006462	7.343149e-02,1.327032e-03,1.349276e-01,6.804785e-07,4.537723e-02,8.030689e-03,7.067241e-03,3.216729e-01,4.081652e-01	3.129209	0.095930	-0.565720	-551.515192	530
1	9	cay007	cay022	519	0.000000	0.000000	0.000001	0.000000	0.000001	0.989031	0.000000	0.001611	0.009357	0.009358	0.999998	0.010968	0.009358	0.009357	0.009357	0.001612	0.009357	0.010969	0.505485	0.494515	-528.375970	334	-1	0.006886	8.860548e-02,5.146742e-09,1.367331e-01,6.459361e-10,1.348125e-11,1.691205e-11,4.256123e-02,2.871574e-01,4.449428e-01	13299535665.723328	0.000000	-1.248753	-585.118674	390
1	10	cay007	cay027	204	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000001	1.000000	0.000138	0.000001	0.000001	0.000001	0.000138	0.000001	0.000138	0.500069	0.499931	-218.833168	262	-218.833287	0.002707	3.856644e-02,1.187078e-03,2.052691e-01,1.341379e-21,2.467446e-16,2.234369e-11,3.063030e-12,4.093393e-01,3.456381e-01	831908927406371.875000	0.000000	-1.000029	-225.281423	586
1	11	cay007	cay033	131	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000009	0.999995	0.991482	0.000007	0.000004	0.000005	0.991478	0.000004	0.991482	0.995742	0.004258	-123.233532	502	-123.233630	0.001738	5.992054e-02,2.207848e-03,1.591337e-01,4.395264e-98,4.376410e-116,6.735955e-136,1.739867e-01,3.060119e-03,6.016911e-01	7611728240556092272994857259249392798692735055178482939711068949329074425356615421783216990808914646815587598073856.000000	0.000000	-126.470204	-140.726398	8170
1	12	cay007	cay1820	851	0.109412	0.000006	0.000000	0.000004	0.000000	0.879683	0.010889	0.000006	0.000000	0.008169	0.890578	0.000010	0.005446	0.005444	0.000000	0.000006	0.000000	0.000006	0.450741	0.439840	-827.346239	2474	-1	0.011291	4.009674e-05,1.418518e-01,6.025168e-02,1.238235e-15,1.892812e-12,3.525554e-02,3.017344e-02,2.356712e-01,4.967562e-01	47772895380.217949	0.000000	-0.438129	-913.576718	171
2	3	cay008	cay011	75	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.998646	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.499323	-0.499323	-82.789019	730	-82.789066	0.000995	9.328198e-02,2.204477e-21,7.747793e-39,1.951891e-22,5.576078e-14,3.142537e-01,2.666041e-01,1.145550e-04,3.257457e-01	4781212424577.510742	0.000000	-1.696126	-90.902661	1434
2	4	cay008	cay012	87	0.000004	0.000000	0.000000	0.567846	0.000000	0.000001	0.000000	0.432149	0.000000	0.000000	0.432150	0.999995	0.000000	0.000000	0.000000	0.432149	0.000000	0.432149	0.716073	-0.283922	-105.279946	158	-1	0.001154	2.755004e-07,1.717402e-06,2.988620e-01,1.101184e-01,1.354879e-08,8.426135e-09,1.081810e-01,4.089441e-06,4.828324e-01	30042766.296431	0.000000	-7.392430	-101.313622	62
2	5	cay008	cay013	640	0.422644	0.001994	0.575362	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.576359	0.000000	0.000000	0.288180	0.000000	0.000000	0.575362	0.000000	0.575362	0.576359	-0.000000	-608.389143	6527	-1	0.008492	1.361774e-02,1.115642e-11,9.070925e-12,7.370696e-11,3.975478e-01,5.645747e-02,5.144994e-14,6.246210e-05,5.323145e-01	0.000000	7.033764	0.466816	-665.113673	330
2	6	cay008	cay014	174	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000018	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000009	0.000009	-177.262517	74	-177.262545	0.002309	7.008770e-10,9.027640e-08,2.027374e-10,1.063218e-13,2.985414e-01,1.655331e-01,6.772519e-10,2.705375e-01,2.653879e-01	0.000000	0.684617	0.288961	-196.722600	106
2	7	cay008	cay015	71	0.000000	0.000000	0.000000	0.000002	0.000511	0.000000	0.000000	0.923396	0.076091	0.076474	0.999487	1.000000	0.076346	0.076091	0.076346	0.923396	0.076091	0.999487	0.999999	-0.000001	-59.801435	266	-1	0.000942	8.979724e-02,6.855379e-03,1.373240e-01,1.071067e-02,5.379458e-37,4.997079e-27,1.072157e-01,6.984635e-42,6.480970e-01	454580646898316119880353161314041856.000000	0.000000	-27.842324	-73.222057	10000
2	8	cay008	cay016	191	0.000471	0.000000	0.000000	0.986976	0.000000	0.000000	0.000000	0.000000	0.012553	0.012553	0.012553	0.999529	0.012553	0.012553	0.012553	0.000000	0.012553	0.012553	0.506041	-0.493488	-204.670148	198	-1	0.002534	9.420996e-02,2.823806e-09,8.253875e-07,7.605939e-08,2.171491e-08,3.538315e-01,1.726290e-01,1.769826e-04,3.791516e-01	7949830.392595	0.000000	-0.975286	-220.276900	266
2	9	cay008	cay022	176	0.150625	0.000000	0.000000	0.330627	0.022639	0.496099	0.000000	0.000000	0.000011	0.016990	0.496109	0.353276	0.011330	0.000011	0.011330	0.000000	0.000011	0.000011	0.436012	0.082736	-172.797325	2454	-1	0.002335	7.233459e-02,2.989678e-03,6.409266e-02,1.989815e-52,1.201816e-43,1.849697e-01,4.859688e-25,3.097400e-01,3.658734e-01	533298618189551707203815696907399235371008.000000	0.000000	-0.257556	-190.699472	1010
2	10	cay008	cay027	84	0.008653	0.000000	0.000000	0.935293	0.000000	0.000000	0.000000	0.000000	0.056055	0.056055	0.056055	0.991347	0.056055	0.056055	0.056055	0.000000	0.056055	0.056055	0.523701	-0.467646	-95.801431	822	-1	0.001115	8.329541e-02,7.469151e-39,1.127727e-28,1.487302e-28,5.475987e-32,3.807485e-01,1.531632e-01,3.080054e-03,3.797128e-01	2796996615149110141762628747264.000000	0.000000	-0.798081	-94.323174	938
2	11	cay008	cay033	27	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.999981	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.499990	-0.499990	-22.282887	170	-22.282897	0.000358	1.752626e-194,1.353027e-22,3.151171e-10,5.072412e-19,4.289868e-10,4.441302e-01,1.110438e-01,1.803412e-06,4.448242e-01	258851390.506425	0.000000	-0.500049	-22.215679	82
2	12	cay008	cay1820	287	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000149	0.000256	0.000001	0.000001	0.000001	0.000000	0.000001	0.000001	0.000203	-0.000053	-292.342735	154	-292.342881	0.003808	3.268866e-19,1.428648e-01,7.434605e-11,2.494952e-19,6.541753e-06,2.463628e-01,1.496683e-01,1.673818e-04,4.609301e-01	22878.934456	0.000012	-0.768680	-318.734902	1835
3	4	cay011	cay012	18	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000001	1.000000	0.990047	0.000001	0.000001	0.000000	0.990046	0.000000	0.990047	0.995024	0.004976	-16.821549	1823	-16.821562	0.000239	0.000000e+00,4.196546e-24,2.220129e-01,1.508249e-08,3.563666e-16,3.268638e-04,1.091283e-01,3.743848e-03,6.647881e-01	929214858490298.500000	0.000000	-162.693853	-15.269601	926
3	5	cay011	cay013	151	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000001	0.999334	0.000001	0.000001	0.000001	0.000001	0.000000	0.000001	0.000001	0.499667	0.499667	-141.214311	270	-141.214407	0.002004	3.968803e-02,2.949805e-21,1.587232e-01,2.278996e-27,2.469633e-19,2.954010e-04,1.155626e-39,3.003518e-01,5.009416e-01	642699511933952128.000000	0.000000	-1.055877	-149.704090	1590
3	6	cay011	cay014	46	0.000000	0.000000	0.000000	0.000000	0.000005	0.000000	0.000147	0.936656	0.063191	0.063305	0.999994	0.999853	0.063267	0.063264	0.063193	0.936657	0.063191	0.999847	1.000000	-0.000000	-41.825127	1570	-1	0.000610	4.113175e-02,1.542359e-03,1.296038e-01,3.072519e-03,3.431344e-08,1.013730e-08,1.505523e-01,1.200698e-09,6.740973e-01	8164615.280854	0.000000	-121.412157	-43.888127	922
3	7	cay011	cay015	18	0.000015	0.000000	0.000000	0.004743	0.000142	0.004353	0.000466	0.904630	0.085651	0.086108	0.995100	0.995165	0.085956	0.085885	0.085722	0.904630	0.085651	0.990281	0.995437	-0.000195	-20.743194	1710	-1	0.000239	1.089941e-01,1.632407e-03,1.658322e-01,2.535077e-03,7.556176e-08,1.118257e-05,2.196013e-01,2.640239e-03,4.987534e-01	5100906.840674	0.000000	-113.045968	-22.016435	10000
3	8	cay011	cay016	58	0.000000	0.000000	0.000000	0.008629	0.000144	0.000000	0.000000	0.956306	0.034921	0.035029	0.991227	1.000000	0.034993	0.034921	0.034993	0.956306	0.034921	0.991227	0.995686	-0.004314	-55.248386	1266	-1	0.000770	7.510279e-02,1.868673e-02,1.578779e-01,3.466316e-03,1.190854e-23,1.026986e-02,1.361236e-01,7.222985e-31,5.984728e-01	24688283833607431127040.000000	0.000000	-18.135419	-63.336067	10000
3	9	cay011	cay022	53	0.000000	0.000000	0.000000	0.008426	0.000245	0.000000	0.000000	0.967922	0.023406	0.023591	0.991329	1.000000	0.023529	0.023406	0.023529	0.967922	0.023406	0.991329	0.995787	-0.004213	-51.032110	626	-1	0.000703	5.618904e-02,5.871520e-04,1.864233e-01,1.670353e-04,3.178414e-40,3.796598e-03,1.130285e-01,1.397371e-52,6.398083e-01	942142483695226687499361639594496884736.000000	0.000000	-131.604494	-53.435942	7550
3	10	cay011	cay027	17	0.000004	0.000006	0.000006	0.012754	0.000587	0.000423	0.000374	0.283289	0.702557	0.703287	0.986643	0.999187	0.703042	0.702744	0.702851	0.283295	0.702557	0.985852	0.993404	-0.006166	-17.685291	765	-1	0.000226	3.519049e-01,3.761027e-10,0.000000e+00,2.165160e-03,2.057975e-06,3.665411e-10,1.163953e-01,1.391921e-04,5.293934e-01	56558.187790	0.000017	-100.841131	-16.248468	1026
3	11	cay011	cay033	8	0.000019	0.000013	0.000047	0.001316	0.004806	0.000241	0.007493	0.712990	0.273076	0.282354	0.993800	0.992188	0.279252	0.276822	0.275479	0.713037	0.273076	0.986112	0.999197	-0.000537	-8.216090	1222	-1	0.000106	1.200456e-01,5.050678e-03,1.213559e-01,4.712670e-03,2.910120e-04,1.892469e-03,1.219039e-01,1.134430e-03,6.236134e-01	835.909616	0.001137	-36.360950	-8.585173	10000
3	12	cay011	cay1820	70	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000002	1.000000	0.999086	0.000002	0.000002	0.000002	0.999085	0.000002	0.999086	0.999543	0.000457	-73.889195	302	-73.889235	0.000929	6.729037e-02,8.188552e-03,1.684864e-01,1.648898e-80,1.319825e-59,2.617912e-02,1.713691e-01,8.084461e-29,5.584864e-01	25750042615014420845843303285488653262037686751087739011072.000000	0.000000	-19.777629	-78.601101	10000
4	5	cay012	cay013	149	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000001	0.998283	0.000001	0.000001	0.000001	0.000001	0.000000	0.000000	0.000000	0.499143	0.499141	-146.151452	686	-146.151547	0.001977	1.937023e-11,1.621438e-01,9.261944e-02,4.367290e-08,7.588939e-15,2.559700e-04,1.744263e-01,7.423881e-19,5.705544e-01	35188813899893.273438	0.000000	-3.288744	-169.526080	2555
4	6	cay012	cay014	59	0.000000	0.000000	0.000000	0.000087	0.000958	0.000000	0.000000	0.891167	0.107788	0.108507	0.998955	1.000000	0.108267	0.107788	0.108267	0.891167	0.107788	0.998955	0.999957	-0.000043	-71.658414	434	-1	0.000783	1.242782e-01,2.210053e-02,2.431583e-01,5.998797e-04,8.957767e-33,1.532720e-31,1.012542e-01,1.049347e-32,5.086089e-01	38448476666239798989049609322496.000000	0.000000	-30.344162	-70.505752	10000
4	7	cay012	cay015	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.989599	1.000000	0.000000	0.000000	0.000000	0.989599	0.000000	0.989599	0.994799	-0.005200	-15.309695	1030	-15.309706	0.000212	6.045245e-02,0.000000e+00,1.244801e-01,4.007817e-03,3.125082e-276,8.775942e-04,1.854300e-01,1.638469e-149,6.247521e-01	99168634837962272692730388979045233505632902706161838398357382196977391537078058715975053562773921266248993751792573713974345431793068063157615087701353521894888947826442924408141588702672402350371814773282719819853863955537539079282791903733372332251260260101741810219483136.000000	0.000000	-126.871653	-16.647229	9772
4	8	cay012	cay016	53	0.000099	0.000041	0.000006	0.005123	0.000181	0.003785	0.000336	0.959758	0.030672	0.031086	0.994551	0.995733	0.030944	0.030840	0.030762	0.959764	0.030672	0.990436	0.995427	-0.000669	-64.230979	770	-1	0.000703	1.683207e-01,7.481413e-04,1.868142e-01,2.210187e-03,7.162213e-07,2.891248e-03,2.062775e-01,2.535117e-04,4.324838e-01	548841.081380	0.000002	-128.786961	-69.110304	6082
4	9	cay012	cay022	41	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000006	0.990391	1.000000	0.000006	0.000006	0.000006	0.990384	0.000006	0.990391	0.995195	-0.004805	-36.170343	362	-36.170373	0.000544	7.278257e-02,1.335502e-04,1.703773e-01,6.073416e-04,4.446497e-24,4.221085e-04,1.215689e-01,1.342310e-06,6.341069e-01	65657574028491020566528.000000	0.000000	-501.478182	-42.566238	783
4	10	cay012	cay027	17	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.988874	1.000000	0.000000	0.000000	0.000000	0.988874	0.000000	0.988874	0.994437	-0.005563	-16.539259	2134	-16.539271	0.000226	0.000000e+00,8.640459e-08,1.162663e-01,2.916142e-08,9.143720e-10,2.599124e-03,2.352570e-01,5.281502e-12,6.458774e-01	384442384.837884	0.000000	-270.481522	-14.849548	583
4	11	cay012	cay033	10	0.000000	0.000000	0.000002	0.000000	0.000000	0.000003	0.000000	0.685199	0.314796	0.314798	0.999997	0.999995	0.314797	0.314796	0.314796	0.685201	0.314796	0.999997	0.999998	0.000001	-8.994236	298	-1	0.000133	7.817258e-48,3.642062e-09,2.000172e-01,1.329498e-49,1.453154e-06,1.706765e-07,8.010589e-49,1.411281e-06,7.999798e-01	137643.539470	0.000007	-89056.379295	-5.002266	31
4	12	cay012	cay1820	69	0.000000	0.000000	0.000000	0.008820	0.003440	0.000000	0.000000	0.764772	0.222969	0.225548	0.987740	1.000000	0.224689	0.222969	0.224689	0.764772	0.222969	0.987740	0.995590	-0.004410	-58.530530	1202	-1	0.000916	1.309499e-02,4.490420e-08,1.443176e-01,2.719710e-03,2.179339e-08,1.023735e-03,7.097636e-02,1.138935e-08,7.678676e-01	9878863.814690	0.000000	-115.021425	-50.627398	918
5	6	cay013	cay014	309	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000006	0.000006	0.000195	0.000006	0.000006	0.000006	0.000000	0.000006	0.000006	0.000101	-0.000094	-294.857579	94	-294.857664	0.004100	6.144775e-02,3.535123e-06,6.852243e-06,9.611798e-08,6.826163e-08,3.321031e-01,2.613461e-05,2.874329e-01,3.189796e-01	483.241484	0.000000	-0.000106	-325.237436	282
5	7	cay013	cay015	125	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.999869	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.499935	-0.499935	-138.391025	206	-138.391064	0.001659	3.815187e-15,1.055028e-07,2.159481e-01,1.929420e-01,9.799980e-08,1.234074e-05,5.496911e-02,3.538969e-07,5.361279e-01	2764466.477567	0.000000	-2.808086	-146.170020	254
5	8	cay013	cay016	349	0.000007	0.000000	0.000000	0.459852	0.042427	0.000003	0.000000	0.497688	0.000021	0.031842	0.497713	0.999989	0.021235	0.000021	0.021235	0.497689	0.000021	0.497710	0.770065	-0.229925	-349.746806	102	-1	0.004631	6.300211e-02,7.207449e-20,8.786202e-02,4.108603e-08,2.494475e-10,1.267275e-01,1.632008e-01,9.900637e-05,5.591085e-01	1006475905.796109	0.000000	-3.959152	-370.596816	254
5	9	cay013	cay022	322	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000435	0.000380	0.000390	0.000407	0.000380	0.000380	0.000000	0.000380	0.000380	0.000440	-0.000005	-314.996354	58	-314.996512	0.004272	5.027353e-02,1.505552e-11,1.527158e-10,1.709352e-06,1.535662e-01,2.526065e-01,2.041184e-10,2.150999e-01,3.284522e-01	0.000000	0.328338	0.198191	-357.624654	170
5	10	cay013	cay027	148	0.008389	0.000690	0.001203	0.878498	0.111219	0.000000	0.000001	0.000000	0.000000	0.084963	0.000001	0.989717	0.056384	0.000000	0.055609	0.001203	0.000000	0.001203	0.552017	-0.439249	-162.183662	1114	-1	0.001964	3.449707e-136,2.437056e-89,3.574958e-54,1.703470e-01,1.861610e-03,3.324748e-01,9.048310e-02,3.316415e-03,4.015171e-01	48.604760	0.003120	-0.351281	-167.376565	1966
5	11	cay013	cay033	76	0.000113	0.000148	0.000134	0.553397	0.446210	0.000000	0.000000	0.000000	0.000000	0.334865	0.000000	0.999606	0.223209	0.000000	0.223105	0.000134	0.000000	0.000134	0.723115	-0.276698	-73.750309	962	-1	0.001008	9.377826e-03,2.145334e-21,1.052740e-24,2.141915e-01,5.611972e-05,3.162408e-01,1.914719e-37,1.266256e-21,4.601337e-01	0.000000	0.000106	0.000106	-82.116580	666
5	12	cay013	cay1820	503	0.750229	0.243697	0.006073	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.127922	0.000001	0.000001	0.063962	0.000001	0.000001	0.006073	0.000001	0.006074	0.127922	0.000000	-504.726344	302	-1	0.006674	4.008163e-02,1.004959e-25,9.357516e-21,4.377005e-02,7.566486e-02,2.871837e-01,2.741904e-34,2.089943e-01,3.443054e-01	0.000000	0.140134	0.109457	-551.107665	418
